activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053416,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,325000.0,95.0,2.9,0.303,2,2686.78,NA,1278.93,293.93,1615.0,300,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,108,20%-<30%,3,10,2,,,,,5,,,,,2,4,21,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6427,32.9200000000000017,95700,142,1366,1829,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,31,1,2,2,2,225000.0,73.115,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,56,50%-60%,1,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,1,2,,,,1,,,,4893,35.3800000000000026,95700,108,1366,1702,16
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054014,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,3,0,2,1,2,2,2,1,2,105000.0,67.62,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,415000,1,1,3,5,1,NA,57,50%-60%,8,10,1,,,,,5,,,,,2,4,44,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,3,6,,,,,9,3,1,,13715,71.7399999999999949,95700,64,3104,4101,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,885000.0,NA,3.125,NA,2,3489.62,NA,1295.0,,,360,NA,NA,2,2,2,2,1045000,1,1,3,5,1,NA,180,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054013,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,225000.0,NA,3.0,NA,2,2561.68,NA,971.68,71.68,39.9,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,39,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,13321,20.2699999999999996,95700,137,3984,4521,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052407,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,375000.0,NA,3.25,NA,2,3172.58,NA,895.0,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,255,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3828,45.8699999999999974,95700,57,575,1171,36
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053207,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,415000.0,80.0,2.375,-0.063,2,3493.48,NA,985.0,,2118.94,180,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,195,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,7903,18.4499999999999993,95700,129,2461,2750,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053007,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,325000.0,NA,2.75,NA,2,1571.08,NA,176.0,176.0,246.0,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,73,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3088,9.65000000000000036,95700,144,1100,1200,26
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053610,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,1,1,2,2,2,215000.0,51.502,2.1,-0.216,3,2859.18,NA,985.0,,105.0,180,NA,NA,2,2,2,2,415000,1,2,3,5,1,NA,376,38,2,9,2,,,,,2,,,,,2,2,21,,,,,21,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,1,,,,,10,,,,9841,38.5700000000000003,95700,128,1868,2572,10
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183050700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,475000.0,NA,2.875,NA,2,1302.69,NA,0.0,,,360,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,195,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3510,87.2900000000000063,95700,61,642,1323,53
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053519,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,265000.0,NA,3.25,NA,2,3544.99,NA,1344.24,219.24,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,372,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4696,51.2100000000000009,95700,60,987,1312,34
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,505000.0,NA,2.49,NA,2,6519.84,NA,4795.0,3500.0,114.84,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,259,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053412,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,675000.0,NA,2.75,NA,2,8255.86,NA,6371.69,5076.69,,360,NA,NA,2,2,2,2,845000,1,1,3,5,1,NA,238,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6802,26.3999999999999986,95700,170,1636,1808,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,31,1,2,2,2,325000.0,35.611,2.375,0.179,2,2464.23,NA,985.0,,,180,NA,NA,2,2,2,2,905000,1,1,3,5,1,NA,167,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,3510,15.7300000000000004,95700,177,1081,1260,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052807,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,355000.0,NA,2.875,NA,2,5896.84,NA,3606.16,1583.28,3000.0,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,79,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5562,64.980000000000004,95700,70,1442,1953,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183050600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,145000.0,97.0,2.375,0.174,2,4245.23,NA,985.0,,1429.22,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,57,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3948,69.5300000000000011,95700,40,410,1228,57
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,275000.0,NA,2.375,NA,2,6835.21,NA,5046.74,5046.74,21.47,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,141,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,1944,17.3900000000000006,95700,135,619,696,19
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053415,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,295000.0,NA,2.75,NA,2,1997.23,NA,674.0,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,126,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3450,33.2999999999999972,95700,162,926,1079,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053808,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,305000.0,NA,2.875,NA,2,2004.44,NA,674.0,,500.0,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,154,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5263,13.8499999999999996,95700,197,1843,2021,22
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053803,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,31,1,2,2,2,635000.0,62.54,3.25,0.412,2,1760.44,NA,395.0,,1826.24,360,NA,NA,2,2,2,2,1015000,1,1,3,5,1,NA,142,30%-<36%,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,6,,,,,10,,,,3966,14.8000000000000007,95700,213,1259,1339,23
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,455000.0,NA,2.375,NA,2,1763.49,NA,0.0,,1807.0,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,141,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4287,33.0799999999999983,95700,172,1287,1452,11
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054112,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,265000.0,NA,2.875,NA,2,4496.99,NA,2409.22,1314.22,3000.0,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,88,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3957,70.2800000000000011,95700,64,692,1023,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053421,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,325000.0,NA,2.875,NA,2,2199.2,NA,824.0,,2300.0,300,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,155,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5350,30.6000000000000014,95700,133,1369,1671,14
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,475000.0,NA,2.75,NA,2,2052.95,NA,617.0,,3700.0,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,120,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2742,16.2699999999999996,95700,164,637,832,34
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053509,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,32,1,2,2,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,176,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5244,22.6000000000000014,95700,157,1697,1944,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,1,2,2,2,1,1,2,2,2,265000.0,96.5,2.6,0.772,2,7725.96,NA,995.0,,2025.96,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,105,48,2,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,5802,37.6599999999999966,95700,85,1748,2403,31
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,1,2,1,2,35000.0,12.28,8.25,3.67,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,255000,1,1,3,5,1,NA,12,39,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5184,98.0699999999999932,95700,41,989,1860,51
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,165000.0,80.0,3.49,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,3,3,5,1,NA,167,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,3621,14,95700,134,1257,1390,33
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,265000.0,NA,2.625,NA,2,3313.48,NA,1290.0,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,48,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5744,48.5700000000000003,95700,68,1381,2092,28
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053423,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,185000.0,NA,2.625,NA,2,2220.1,NA,824.0,,37.5,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,115,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2075,12.3900000000000006,95700,134,645,803,25
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053009,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,205000.0,71.034,2.99,-0.021,2,2721.68,NA,985.0,,207.94,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,111,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,8074,47.3400000000000034,95700,88,2002,2694,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054115,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,235000.0,76.506,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,66,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,2,,,,7,,,,8103,50.509999999999998,95700,98,1973,2279,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,475000.0,NA,2.625,NA,2,3057.23,NA,1295.0,,625.0,360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,226,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8230,12.9900000000000002,95700,158,2488,3025,17
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,295000.0,71.386,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,94,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,7,,,,10785,23.9899999999999984,95700,118,2839,3577,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054209,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,105000.0,40.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,255000,1,1,3,5,1,NA,66,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,3,6,,,,,9,,,,9860,42.7199999999999989,95700,145,2858,3380,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053206,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,55000.0,52.22,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,365000,1,1,3,5,1,NA,20,>60%,8,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,1,4,2,5,2,4,55-64,9999,Yes,NA,1,3,6,,,,,1,,,,4306,35.490000000000002,95700,102,1153,1626,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,345000.0,NA,2.875,NA,2,2505.17,NA,674.0,,912.0,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,178,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,10859,70.9200000000000017,95700,85,2711,3554,16
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053722,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,31,1,2,2,2,265000.0,NA,2.375,NA,2,2332.15,NA,1095.0,,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,227,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4607,13.4600000000000009,95700,134,1306,1635,29
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053110,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,365000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,336,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,2,,,,10,,,,5589,23.870000000000001,95700,104,1628,2121,20
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,45000.0,79.57,8.25,3.85,2,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,205000,1,1,3,5,1,NA,65,30%-<36%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,8174,80.4099999999999966,95700,68,1624,2249,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053411,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,165000.0,58.947,2.99,0.21,2,2320.95,NA,1122.76,137.76,20.13,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,60,49,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,7232,31,95700,199,1675,1872,13
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053413,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,375000.0,NA,3.0,NA,2,3275.55,NA,1289.75,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,90,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5771,21.8299999999999983,95700,144,1562,1876,15
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053715,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,31,1,2,2,2,385000.0,NA,2.625,NA,2,1073.4,NA,0.0,,1591.01,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,294,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3451,19.9100000000000001,95700,142,1081,1356,31
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,165000.0,NA,2.375,NA,2,2927.14,NA,995.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,44,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,12606,53.1899999999999977,95700,95,3718,4920,18
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183053603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,215000.0,69.587,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,28,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,3,,,,4287,33.0799999999999983,95700,172,1287,1452,11
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054208,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,1,2,1,31,1,2,2,2,285000.0,65.116,2.3,0.109,2,2072.93,NA,985.0,,,180,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,135,40,2,10,1,14,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,7078,20.9800000000000004,95700,107,1609,2277,12
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183052701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,545000.0,NA,2.75,NA,2,4164.0,NA,1290.0,,2052.0,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,110,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5747,49.5200000000000031,95700,64,924,1403,38
2021,JJKC32MCHWDI71265Z06,39580,NC,37183,37183054006,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,445000.0,NA,2.875,NA,2,3440.28,NA,895.0,,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,186,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3386,39.990000000000002,95700,73,660,868,33
